File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,,,,,,,,
contiki 3.0/core/cfs/cfs-posix.c,78,10,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","  return read(f, b, l);",e9fd19cbdabbb95cf5be71793e420b8187c35e7101a82a30b2a2684fc6668ba8,,,,,,,,
contiki 3.0/core/ctk/ctk-conio.c,219,28,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,      len = (unsigned char)strlen(w->widget.icon.title),,aa49ebe4fdeaafd5e1126b743692b4d15506852713a415c5f3278478531887ef,,,,,,
contiki 3.0/core/ctk/ctk-conio.c,507,17,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,  if(wherex() + strlen(menus->desktopmenu->title) + 1 >= sizex) {,b2f3240437de1f40272f0baba226459c4554fd5095e34a55325128ae853cd57f,,,,,,,
contiki 3.0/core/ctk/ctk-conio.c,508,35,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"    gotoxy(sizex - (unsigned char)strlen(menus->desktopmenu->title) - 1, 0);",91fb0308dd51f1159e029d0155b95cde947612ca57e29c4bc948716c123c6963,,,,,,,
contiki 3.0/core/ctk/ctk-conio.c,511,20,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,,   (unsigned char)strlen(menus->desktopmenu->title) - 1),,5af1c4744db208ea09e4095379f2ba23214d9ba490064e100d3d97aa7699755c,,,,,
contiki 3.0/core/ctk/ctk-filedialog.c,90,3,1,buffer,strncpy,Easily used incorrectly, doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120),,,CWE-120,"  strncpy(filename,",1b9814b8b99a656bfdf985aec8fca516ee0d40a1a38721c047ad909854f3c6ef,,,,,,,
contiki 3.0/core/ctk/ctk-filedialog.c,114,48,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"  CTK_BUTTON_NEW(&button, 1, 4 + FILES_HEIGHT, strlen(buttontext), (char *)buttontext);",01ae2b8363f62d3f497d803d61c1de471ed90b39d4dc8afa2f4e4ff22f4a6436,,,,,,,
contiki 3.0/core/ctk/ctk-filedialog.c,147,2,1,buffer,strncpy,Easily used incorrectly, doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120),,,CWE-120,"	strncpy(&files[dirfileptr * FILES_WIDTH],",13317d6fd4eac132db754676ccf1a5418dc278d30992c238f4bc56f99565cf7a,,,,,,,
contiki 3.0/core/ctk/ctk-textentry-multiline.c,50,30,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,    t->xpos = (unsigned char)strlen(&t->text[t->ypos * (t->len + 1)]),,ab470a637dcfd8477b3dfed346709d3d7b553fe537da83bf1edda186c20be069,,,,,,
contiki 3.0/core/ctk/ctk-textentry-multiline.c,66,32,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,      t->xpos = (unsigned char)strlen(&t->text[t->ypos * (t->len + 1)]),,ab470a637dcfd8477b3dfed346709d3d7b553fe537da83bf1edda186c20be069,,,,,,
contiki 3.0/core/ctk/ctk-textentry-multiline.c,87,24,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,  len = (unsigned char)strlen(&t->text[t->ypos * (t->len + 1)]),,b6de2d480404c7856ffb4446e8253524b748b1bce43052e0aeb707a5bc643302,,,,,,
contiki 3.0/core/ctk/ctk.c,704,39,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,    window->titlelen = (unsigned char)strlen(title),,3d8dca49cd3bc27a8db4a8152aba03959fd1b851edb303876655d6fb67b98553,,,,,,
contiki 3.0/core/ctk/ctk.c,780,35,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,  menu->titlelen = (unsigned char)strlen(title),,25b6a457560592e11764bdaf80d71258a35450691ef61a17836b6c92fc1799b7,,,,,,
contiki 3.0/core/ctk/ctk.c,807,55,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,  menu->items[menu->nitems].titlelen = (unsigned char)strlen(name),,17abdee3f6eec7c55228f7cf7f16f264b7fe6cf5c7584485c08b309461cc5068,,,,,,
contiki 3.0/core/ctk/ctk.c,1221,28,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,    txpos = (unsigned char)strlen(t->text),,6e3df80c4a219e02af1f9f8804122a82a77dd23694425c000e7e01e71f65e602,,,,,,
contiki 3.0/core/dev/radio.h,239,10,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","  int (* read)(void *buf, unsigned short buf_len);",66957c4d3131d346bd1b7c46bdb7c72d5ce85cea2abaf8c172b372cad564bc0a,,,,,,,,
contiki 3.0/core/lib/sensors.c,92,9,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,  len = strlen(prefix),,3aca5848d46109f3c9d5c800e4324cc69ad1d5d89e78d87ded5c2e7c31f6d8f3,,,,,,
contiki 3.0/core/lib/settings.h,237,52,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"  return settings_set(key, (const uint8_t *)c_str, strlen(c_str));",5bc66a0807e7e7012cf9f9812e0dc14d31ae3cb4b91752d1f28a0967bc78e823,,,,,,,
contiki 3.0/core/lib/settings.h,243,52,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"  return settings_add(key, (const uint8_t *)c_str, strlen(c_str));",ac62f60dc849342fdae96bf179ba4847cb2681ff31dee29bb354d37051efb380,,,,,,,
contiki 3.0/core/loader/cle.h,75,14,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","	      int (*read)(void *, int, off_t),",f96b0213b68972ad20d10bb75329388e56f97d52e9f9872d6c5b7acb32133282,,,,,,,,
contiki 3.0/core/loader/cle.h,80,13,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","	     int (*read)(void *, int, off_t),",f96b0213b68972ad20d10bb75329388e56f97d52e9f9872d6c5b7acb32133282,,,,,,,,
contiki 3.0/core/loader/cle.h,88,11,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","	   int (*read)(void *, int, off_t),",f96b0213b68972ad20d10bb75329388e56f97d52e9f9872d6c5b7acb32133282,,,,,,,,
contiki 3.0/core/net/http-socket/http-socket.c,305,6,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,  if(strlen(url) == 0) {,d9cec6ffcc76e54cc4499fa04798be839839e1ced7474039df33f54d51a2bf3d,,,,,,,
contiki 3.0/core/net/http-socket/http-socket.c,312,30,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"  if(strncmp(url, ""http://"", strlen(""http://"")) == 0) {",3866de7ef9f648d9347f55ae0b9966359c473803acce7be89737a92faee5eea4,,,,,,,
contiki 3.0/core/net/http-socket/http-socket.c,313,20,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"    urlptr = url + strlen(""http://"");",f982c9c4905e8a8edf09e4e6a531d4c4db95e2ee208f1da07120f7a2e60d4127,,,,,,,
contiki 3.0/core/net/http-socket/http-socket.c,377,5,1,buffer,strncpy,Easily used incorrectly, doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120),,,CWE-120,"    strncpy(path, file, MAX_PATHLEN);",b14ee765718615157dff7b32ab0d8c943eac570d1464177c6ed45be3196994ea,,,,,,,
contiki 3.0/core/net/http-socket/http-socket.c,621,3,1,buffer,strncpy,Easily used incorrectly, doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120),,,CWE-120,"  strncpy(s->url, url, sizeof(s->url));",31723d4343eb71bebd550170d340330a8da15e1f6ea4c247818feefe0c19d1f7,,,,,,,
contiki 3.0/core/net/http-socket/http-socket.c,644,3,1,buffer,strncpy,Easily used incorrectly, doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120),,,CWE-120,"  strncpy(s->url, url, sizeof(s->url));",31723d4343eb71bebd550170d340330a8da15e1f6ea4c247818feefe0c19d1f7,,,,,,,
contiki 3.0/core/net/ip/psock.h,198,68,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"  PT_WAIT_THREAD(&((psock)->pt), psock_send(psock, (uint8_t *)str, strlen(str)))",799e8030495276243879ec2dddd23683d5b7d26432b29d42ea0d0c67003cfffe,,,,,,,
contiki 3.0/core/net/ip/resolv.c,1089,3,1,buffer,strncpy,Easily used incorrectly, doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120),,,CWE-120,"  strncpy(resolv_hostname, hostname, RESOLV_CONF_MAX_DOMAIN_NAME_SIZE);",69098d250813ccb57ef5f74062a66babc06a8877784ea24a5dd1dd9a4106bf4a,,,,,,,
contiki 3.0/core/net/ip/resolv.c,1092,6,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,  if(strlen(resolv_hostname) < 7 ||,5eb0171c2065d31c1757d1b84055763dfa9930f03003a50011e5d6f9a86b182e,,,,,,,
contiki 3.0/core/net/ip/resolv.c,1093,35,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"     strcasecmp(resolv_hostname + strlen(resolv_hostname) - 6, "".local"") != 0) {",e4ceedcb0644804ffcce760abfddcd00719e3c37ff7127e65ef7478a9a7d7536,,,,,,,
contiki 3.0/core/net/ip/resolv.c,1246,16,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,  size_t len = strlen(name),,788b8e7333f401eeb3d73c4cbe94157505962eedc36584b0bc82d4bca43e3338,,,,,,
contiki 3.0/core/net/ip/resolv.c,1249,5,1,buffer,strncpy,Easily used incorrectly, doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120),,,CWE-120,"    strncpy(dns_name_without_dots, name, sizeof(dns_name_without_dots));",dad836c7cbd4e3878f903059dbb35f3ba5812d97b374248d5a8858048aa0e2f7,,,,,,,
contiki 3.0/core/net/ip/resolv.c,1309,3,1,buffer,strncpy,Easily used incorrectly, doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120),,,CWE-120,"  strncpy(nameptr->name, name, sizeof(nameptr->name));",a33a4900438bc74332574bb81459ffe4314f3d8b005ba99ab4be37be6fae625a,,,,,,,
contiki 3.0/core/net/ip/resolv.c,1316,23,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,    size_t name_len = strlen(name),,ddef90b9999538f13fe46ae55a1647847ad42fbcbe3d51b241107b535b9de2bc,,,,,,
contiki 3.0/core/net/ip/resolv.c,1446,41,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"  if(strncasecmp(resolv_hostname, name, strlen(resolv_hostname)) == 0 &&",69605f90662cbd5a6bfcf0476cc9d2b4d1f9825780d6ae71732346c6665da265,,,,,,,
contiki 3.0/core/net/ip/resolv.c,1463,23,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,      resolv_hostname[strlen(resolv_hostname) - 6] = 0,,d9d2e56e2c9240d7d1741514e6f0799d90d944e433a7be6bfd688a6e1da8aff8,,,,,,
contiki 3.0/core/net/ip/resolv.c,1474,9,1,buffer,strncat,"Easily used incorrectly (e.g., incorrectly computing the correct maximum size to add) [MS-banned] (CWE-120)","Consider strcat_s, strlcat, snprintf, or automatically resizing strings",,CWE-120,"        strncat(resolv_hostname, append_str,",7210a32a85c6f3944e52edd0dcce90b31c37f54097de3efa61adf9c2b233e242,,,,,,,,
contiki 3.0/core/net/ip/resolv.c,1475,43,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,                sizeof(resolv_hostname) - strlen(resolv_hostname) - 1), /* -1 in order to fit the terminating null byte. */,f5745f479dba82c71dd65d8262bcc8bd9b625aad8c4a0d25893ce55f0b03b801,,,,,,
contiki 3.0/core/net/ip/tcp-socket.c,366,51,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"  return tcp_socket_send(s, (const uint8_t *)str, strlen(str));",5f32f43c7778b0348a29300cf3f08953cb5630b764d285f5dcfd9215cc3922b5,,,,,,,
contiki 3.0/core/net/mac/contikimac/contikimac.c,718,30,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","        len = NETSTACK_RADIO.read(ackbuf, ACK_LEN);",ca4162f066673999c9c0f7cdb545ffb8cbc7e33440f515cd95d509df038031d1,,,,,,,,
contiki 3.0/core/net/mac/cxmac/cxmac.c,563,23,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","	len = NETSTACK_RADIO.read(packetbuf_dataptr(), PACKETBUF_SIZE);",e6be13a7c60c408162a14d3c41ffed3321ab22015a89d87ba0642e0994e9da1c,,,,,,,,
contiki 3.0/core/net/mac/nullrdc.c,186,36,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","              len = NETSTACK_RADIO.read(ackbuf, ACK_LEN);",ca4162f066673999c9c0f7cdb545ffb8cbc7e33440f515cd95d509df038031d1,,,,,,,,
contiki 3.0/cpu/6502/6502def.h,157,22,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20",#define cfs_read     read,19f2e8feb0d5196901cd694ac062529bba6f9f6044bdffa5cb2fdba5fa18edc9,,,,,,,,
contiki 3.0/cpu/6502/ethconfig/ethconfig.c,37,11,1,buffer,getchar,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20",    val = getchar(),,db6fa19376c76b9ce2880f9e12bf84d63ed63d91db0e743f83c0368f05feb101,,,,,,,
contiki 3.0/cpu/6502/ethconfig/ethconfig.c,79,35,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"  cfs_write(f, drivers[d].driver, strlen(drivers[d].driver));",0253a642e2d7edea7c4dbbe3c9df45d9abe2b20276f87854b27b6e31364d0fc1,,,,,,,
contiki 3.0/cpu/6502/lib/config.c,55,12,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,    ptr += strlen(ptr),,80668a997cfd7f2239e6dad7ee70c6d6738667190df0e3438dffee58976243d5,,,,,,
contiki 3.0/cpu/6502/lib/log.c,46,33,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"  write(STDERR_FILENO, message, strlen(message));",273be5fc04c77accec6fc8287d7cbb675fa5b90982a43e8a0be75f24d1b0b764,,,,,,,
contiki 3.0/cpu/6502/lib/log.c,55,31,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"  write(STDERR_FILENO, part1, strlen(part1));",a8a5f697abc52744a88e65b4f3c6e2cf5be5cf5c6619e59b99bf0e330a1a9895,,,,,,,
contiki 3.0/cpu/6502/lib/log.c,56,31,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"  write(STDERR_FILENO, part2, strlen(part2));",96e03123c10ca15c4868b24172640862f608aacfe5ee583d6858a1b9e68b2bfe,,,,,,,
contiki 3.0/cpu/arm/aducrf101/Common/RealView/Retarget.c,89,5,1,buffer,fgetc,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20",int fgetc(FILE * stream),7770d36cabb0ce004216f092f3bd8cb2a681aca31e07c580e8a2fa8dfc15985f,,,,,,,,
contiki 3.0/cpu/arm/aducrf101/dev/radio.c,225,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","read(void *buf, unsigned short buf_len)",a02e1872334db0320d433472d23a293a3a2216b41afedf799b4d90470e592476,,,,,,,,
contiki 3.0/cpu/arm/aducrf101/dev/radio.c,389,11,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","    len = read(packetbuf_dataptr(), PACKETBUF_SIZE);",38392e05e1e7ba1d62c76f8c6c85c92734c094487ca704c2259135a327fe4328,,,,,,,,
contiki 3.0/cpu/arm/aducrf101/dev/radio.c,415,11,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","  .read = read,",818b2ab43ead835e300e24ed33b23363cf1fa8cb43ff0a417586c7ecf47a69e5,,,,,,,,
contiki 3.0/cpu/arm/at91sam7s/loader/codeprop-otf.c,429,28,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"	  uip_send(err_msgs[err], strlen(err_msgs[err]));",9b6b6c75cd4ef9a5aba98e4398783084e9a1c7166466fa193b5431da1ee41405,,,,,,,
contiki 3.0/cpu/arm/common/dbg-io/dbg-puts.c,8,39,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"  dbg_send_bytes((unsigned char*)str, strlen(str));",456eb7adb21d12d64ea31a59346ead7add27d79c5bfccadcf4062ee4cea91e92,,,,,,,
contiki 3.0/cpu/avr/dev/usb/storage/scsi_decoder.c,506,33,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20",#warning For Win98 data must be read to avoid blocking,52f40a78cb899d6fb7630bcdcd2eafc848454723f7a99b8d8dca1baa492a849e,,,,,,,,
contiki 3.0/cpu/avr/dev/usb/usb_standard_request.c,260,38,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,,const U8 actual_descriptor_size = 2+strlen(user_str)*2,,5e58dc04b44a1210f27e873e950aca239da3633d8b66ca3807d8b42bb793c5c6,,,,,
contiki 3.0/cpu/cc2430/dev/cc2430_rf.c,480,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","read(void *buf, unsigned short bufsize)",fe8156883084bc83d13d6dd002e7d7bba7d5b374aaadc34dcf3e5cd92bacf829,,,,,,,,
contiki 3.0/cpu/cc2430/dev/cc2430_rf.c,718,3,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","  read,",0e6a78ebabd9196bffb193125515a4aba0f2a7d5d290d5f379206ae2f6d00ab8,,,,,,,,
contiki 3.0/cpu/cc2430/dev/cc2430_rf.c,740,11,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","    len = read(packetbuf_dataptr(), PACKETBUF_SIZE);",38392e05e1e7ba1d62c76f8c6c85c92734c094487ca704c2259135a327fe4328,,,,,,,,
contiki 3.0/cpu/cc2538/dev/cc2538-rf.c,629,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","read(void *buf, unsigned short bufsize)",fe8156883084bc83d13d6dd002e7d7bba7d5b374aaadc34dcf3e5cd92bacf829,,,,,,,,
contiki 3.0/cpu/cc2538/dev/cc2538-rf.c,925,3,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","  read,",0e6a78ebabd9196bffb193125515a4aba0f2a7d5d290d5f379206ae2f6d00ab8,,,,,,,,
contiki 3.0/cpu/cc2538/dev/cc2538-rf.c,956,11,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","    len = read(packetbuf_dataptr(), PACKETBUF_SIZE);",38392e05e1e7ba1d62c76f8c6c85c92734c094487ca704c2259135a327fe4328,,,,,,,,
contiki 3.0/cpu/cc253x/dev/cc2530-rf.c,496,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","read(void *buf, unsigned short bufsize)",fe8156883084bc83d13d6dd002e7d7bba7d5b374aaadc34dcf3e5cd92bacf829,,,,,,,,
contiki 3.0/cpu/cc253x/dev/cc2530-rf.c,807,3,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","  read,",0e6a78ebabd9196bffb193125515a4aba0f2a7d5d290d5f379206ae2f6d00ab8,,,,,,,,
contiki 3.0/cpu/cc26xx/dev/cc26xx-rf.c,2009,24,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,    payload[p++] = 1 + strlen(beacond_config.adv_name),,ef50b47b1e2072fb4cfd3cfa58eb81b3ca6b44a09c6a6ac7b0d43d49eaee2a10,,,,,,
contiki 3.0/cpu/cc26xx/dev/cc26xx-rf.c,2012,12,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,           strlen(beacond_config.adv_name)),,963decb9b7eedb341a3f08df4f908c4081d66386060ce39af0ac5183caf8c1d8,,,,,,
contiki 3.0/cpu/cc26xx/dev/cc26xx-rf.c,2013,10,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,    p += strlen(beacond_config.adv_name),,eef0ff3bd72a56b7a758895aa185a4ad1ed92ef63b4754459e782b8cbaaeed90,,,,,,
contiki 3.0/cpu/cc26xx/dev/cc26xx-rf.c,2155,8,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,    if(strlen(name) == 0 || strlen(name) >= BLE_ADV_NAME_BUF_LEN) {,5efccee8852884507ed12d5e3ca8beecd2a2714d1c98ee0d824394076d8897c0,,,,,,,
contiki 3.0/cpu/cc26xx/dev/cc26xx-rf.c,2155,29,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,    if(strlen(name) == 0 || strlen(name) >= BLE_ADV_NAME_BUF_LEN) {,5efccee8852884507ed12d5e3ca8beecd2a2714d1c98ee0d824394076d8897c0,,,,,,,
contiki 3.0/cpu/cc26xx/dev/cc26xx-rf.c,2159,43,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"    memcpy(beacond_config.adv_name, name, strlen(name));",857f18dd833dabbdb01dab3306dcd25ae0fee11b9ee670cb6e83d825b07a0e03,,,,,,,
contiki 3.0/cpu/cc26xx/putchar.c,50,18,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,  for(i = 0, i < strlen(str), i++) {,9d1f10ce28add6078aa18f028587820448308ebb73305b8396c985b754e7cf77,,,,,
contiki 3.0/cpu/mc1322x/lib/printf.c,185,9,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,,,len = strlen( string ),,3e33d7f7c2efe0ec66aea421196a8c3be61a3d0ca357689cf1f7b1a98e168e56,,,,
contiki 3.0/cpu/mc1322x/tests/flasher.c,57,9,1,buffer,getc,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20",uint8_t getc(void) ,31c613e1efc4fdc5d80ee305a5dbcaa8ff1ecbd95d1b6b7931c6f80fce0ce557,,,,,,,,
contiki 3.0/cpu/mc1322x/tests/flasher.c,163,7,1,buffer,getc,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20",,,c = getc(),,       ,a64645ca64d5d1f1caac5ebd0d688822f8dbb4124ade6def6a0c206d96489b7d,,,,
contiki 3.0/cpu/mc1322x/tests/flasher.c,170,11,1,buffer,getc,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20",,while((c=getc())) {,e9a15d31b01161cb76be0b8e9f2f50de417dcc67dc06445538ca862b4c449009,,,,,,,
contiki 3.0/cpu/mc1322x/tools/ftditools/bbmc.c,225,4,1,buffer,strncpy,Easily used incorrectly, doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120),,,CWE-120,"			strncpy(layout_str, optarg, BUF_LEN);",50bf1cd35a1d5b9ad11adc17835e0512a319a98d9688f26c21c3041740835361,,,,,,,
contiki 3.0/cpu/mc1322x/tools/ftditools/bbmc.c,411,17,1,buffer,strlen,Does not handle strings that are not \0-terminated, if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,,,size_t last = strlen (input) - 1,,,,732020920f5fe3dc5c049f3e20aed97664bb55620a0f589ceaea0b4bbb48d806,,
contiki 3.0/cpu/mc1322x/tools/mc1322x-load.c,183,9,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","    r = read(pfd, &buf[i], sizeof(buf)-1-i);",c6e730cba1dad1ed014efeab5daeb8ac0de2c496aa3acb30db184f8b9a4961d9,,,,,,,,
contiki 3.0/cpu/mc1322x/tools/mc1322x-load.c,218,7,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20","  r = read(ffd, buf, 1);",5df3a72d023f363bf897eee6d4b04e72cae98c812c27a3b202e59c95b6f3d98c,,,,,,,,
